Molecule Name,∆LFQ,Std. Dev.,P-Value,Molecule Type
YFH1 (YDL120w),-0.119363,0.126303,0.643858882,PROTEIN
FMP25 (YLR077w),-0.240575,0.773983,0.644129672,PROTEIN
IXR1 (YKL032c),0.0591804,0.0993601,0.644648443,PROTEIN
PHO13 (YDL236w),-0.0350587,0.11069,0.646615372,PROTEIN
APL1 (YJR005w),0.0974522,0.325601,0.646877552,PROTEIN
SNU56 (YDR240c),-0.192414,0.312425,0.647272902,PROTEIN
SWI1 (YPL016w),0.0670731,0.0879034,0.647405588,PROTEIN
ENT5 (YDR153c),-0.0701672,0.216064,0.648840874,PROTEIN
COG4 (YPR105c),0.0731489,0.167191,0.649555057,PROTEIN
KAP95 (YLR347c),-0.0298979,0.0870869,0.649710006,PROTEIN
DUS4 (YLR405w),0.158471,0.538269,0.649819275,PROTEIN
PUF2 (YPR042c),0.071365,0.215012,0.650090805,PROTEIN
PHA2 (YNL316c),0.158228,0.273928,0.65146451,PROTEIN
PMD1 (YER132c),0.52362,1.18399,0.652037354,PROTEIN
RPL36A (YMR194W),-0.120051,0.171721,0.652095615,PROTEIN
RRP1 (YDR087c),-0.0427895,0.116827,0.652345181,PROTEIN
ERO1 (YML130c),0.0809805,0.260511,0.652384466,PROTEIN
SWI6 (YLR182w),0.132228,0.134456,0.652384501,PROTEIN
DDP1 (YOR163W),-0.081218,0.167825,0.652404274,PROTEIN
WTM2 (YOR229w),-0.172132,0.503864,0.652833988,PROTEIN
CNS1 (YBR155w),0.0387237,0.133578,0.653082883,PROTEIN
PRC1 (YMR297w),0.0594174,0.172676,0.653319467,PROTEIN
SKO1 (YNL167c),0.0878805,0.306191,0.65346865,PROTEIN
Unidentified metabolite. RT 21.8335 (F),0.339364,0.684583,0.653900876,METABOLITE
RNA15 (YGL044c),-0.0769432,0.184587,0.65416065,PROTEIN
RSM23 (YGL129c),-0.0393466,0.0687712,0.654433191,PROTEIN
YEH2 (YLR020c),-0.205454,0.706625,0.654454077,PROTEIN
PDR15 (YDR406w),0.358876,0.234797,0.654720169,PROTEIN
IGO2 (YHR132W-A),-0.226694,0.67961,0.654789345,PROTEIN
AIM2 (YAL049c),0.0902432,0.0502666,0.654851291,PROTEIN
TRX1 (YLR043C),-0.06064,0.145307,0.65553546,PROTEIN
Unidentified metabolite. RT 21.4547 (F),0.231389,0.481894,0.655982268,METABOLITE
Unidentified metabolite. RT 13.934 (R),0.0385059,0.115387,0.655996652,METABOLITE
PEX19 (YDL065C),0.092834,0.30987,0.656583565,PROTEIN
NDC1 (YML031w),-0.0211266,0.0155341,0.656631067,PROTEIN
LCL2 (YLR104w),-0.308389,1.07769,0.657067624,PROTEIN
DAD3 (YBR233w-a),0.0969863,0.302113,0.657737637,PROTEIN
CDC73 (YLR418c),-0.0439684,0.146552,0.65782589,PROTEIN
CHS2 (YBR038w),0.116643,0.122757,0.659026704,PROTEIN
RNT1 (YMR239c),-0.0632126,0.191531,0.659178619,PROTEIN
ERG27 (YLR100w),-0.0838594,0.251679,0.659412097,PROTEIN
AAT2 (YLR027C),0.044925,0.0787927,0.659980785,PROTEIN
BCD1 (YHR040w),0.166786,0.207368,0.660281883,PROTEIN
YKL023W (YKL023w),0.292782,0.961734,0.660902945,PROTEIN
DYS1 (YHR068w),-0.047609,0.013961,0.661193561,PROTEIN
HFD1 (YMR110c),0.0561181,0.161908,0.661380858,PROTEIN
DIC1 (YLR348c),0.0455902,0.123382,0.66172352,PROTEIN
CUE5 (YOR042w),0.040059,0.146358,0.661757094,PROTEIN
FPR2 (YDR519w),0.0765383,0.277448,0.662589518,PROTEIN
WHI3 (YNL197c),0.0556116,0.154195,0.662707186,PROTEIN
Unidentified metabolite. RT 17.9851 (F),-0.0218108,0.0798137,0.663044968,METABOLITE
EFR3 (YMR212c),-0.065501,0.235864,0.663313266,PROTEIN
UME1 (YPL139c),-0.0596604,0.0879979,0.663449989,PROTEIN
VAM3 (YOR106w),0.399257,0.397438,0.66367591,PROTEIN
YKL069W (YKL069w),-0.105296,0.0953162,0.663704191,PROTEIN
FUN12 (YAL035w),-0.0187329,0.0534242,0.66416291,PROTEIN
PRS3 (YHL011c),-0.0384626,0.133625,0.664660894,PROTEIN
AVT1 (YJR001w),-0.0890223,0.296485,0.665608071,PROTEIN
MYO5 (YMR109w),0.0570526,0.176612,0.666751323,PROTEIN
PBS2 (YJL128c),0.0566683,0.140211,0.667629861,PROTEIN
BUD2 (YKL092c),-0.0297223,0.0699526,0.667821992,PROTEIN
ARP3 (YJR065c),0.0455865,0.119891,0.667909119,PROTEIN
MSS4 (YDR208w),0.135648,0.493791,0.668725684,PROTEIN
PGM1 (YKL127w),0.0381793,0.0847743,0.669539105,PROTEIN
Unidentified metabolite. RT 14.9195 (F),-0.0619457,0.215316,0.670248273,METABOLITE
RFA3 (YJL173c),0.1084,0.295959,0.671952198,PROTEIN
Unidentified metabolite. RT 13.4536 (F),0.133648,0.493501,0.672472289,METABOLITE
CKB1 (YGL019w),0.0611255,0.155105,0.67248094,PROTEIN
ANP1 (YEL036c),-0.0756876,0.254064,0.673546196,PROTEIN
Unidentified metabolite. RT 17.8334 (R),0.0530414,0.165461,0.673688541,METABOLITE
Hydracrylic acid,0.0342285,0.0478067,0.674925859,METABOLITE
Glyceric acid,-0.0369967,0.0445323,0.675568399,METABOLITE
SMT3 (YDR510w),-0.0230686,0.0691583,0.675680478,PROTEIN
GAS1 (YMR307w),-0.0347561,0.0720235,0.676617876,PROTEIN
STE14 (YDR410c),0.212622,0.411167,0.677007018,PROTEIN
EXG1 (YLR300w),-0.0749895,0.125656,0.677351234,PROTEIN
PRE5 (YMR314w),-0.0354698,0.128612,0.67762451,PROTEIN
APM4 (YOL062c),-0.208693,0.777306,0.678004362,PROTEIN
Unidentified metabolite. RT 15.426 (F),-0.0695083,0.202083,0.67819493,METABOLITE
FAR11 (YNL127w),-0.400269,1.17971,0.678363566,PROTEIN
HOS4 (YIL112w),0.238637,0.60544,0.67840146,PROTEIN
RPS12 (YOR369c),-0.0580221,0.225119,0.678938559,PROTEIN
YBR062C (YBR062c),-0.111163,0.406498,0.679043235,PROTEIN
PAP1 (YKR002w),0.0688077,0.227759,0.679647759,PROTEIN
LSM12 (YHR121w),-0.0664694,0.224112,0.68048389,PROTEIN
Unidentified metabolite. RT 15.9333 (R),0.0682718,0.255307,0.68066269,METABOLITE
YCP4 (YCR004c),0.0418353,0.161263,0.681280282,PROTEIN
MPD1 (YOR288c),0.0926144,0.229992,0.681372829,PROTEIN
ERG5 (YMR015c),-0.0376978,0.0708897,0.681549637,PROTEIN
PSD1 (YNL169c),0.147127,0.0764111,0.681817594,PROTEIN
GPI13 (YLL031c),-0.0448128,0.103055,0.681855326,PROTEIN
SPC3 (YLR066w),0.0867353,0.147617,0.681957823,PROTEIN
Palmitoleic acid (FA(16:1)),-0.150319,0.52407,0.682649819,LIPID
ACO1 (YLR304c),0.0579635,0.0887243,0.682872421,PROTEIN
RSC2 (YLR357w),0.070901,0.141763,0.682884114,PROTEIN
ZUO1 (YGR285c),-0.0477725,0.160234,0.683229336,PROTEIN
LYS21 (YDL131w),-0.0581868,0.166217,0.683913966,PROTEIN
YCR015C (YCR015c),0.282318,1.00133,0.686088823,PROTEIN
Unidentified metabolite. RT 11.6018 (F),-0.197014,0.510379,0.686472099,METABOLITE
SET3 (YKR029c),0.219832,0.843882,0.686722937,PROTEIN
Unidentified metabolite. RT 17.9422 (R),-0.0216936,0.0560131,0.687218617,METABOLITE
MRPL36 (YBR122c),-0.225502,0.386199,0.687231062,PROTEIN
TFC8 (YPL007c),0.278319,0.75487,0.68736688,PROTEIN
MGR2 (YPL098c),0.140123,0.503588,0.687626232,PROTEIN
2-methylglyceric acid,0.0524865,0.0723186,0.687685386,METABOLITE
SFH1 (YLR321c),-0.059696,0.105524,0.687924714,PROTEIN
GCN5 (YGR252w),0.236598,0.272672,0.688050608,PROTEIN
PSA1 (YDL055c),-0.0296161,0.0657864,0.688105002,PROTEIN
HIR2 (YOR038c),-0.051784,0.199605,0.688566534,PROTEIN
PTP3 (YER075c),0.151922,0.432594,0.688893021,PROTEIN
TUM1 (YOR251c),-0.0233815,0.0824914,0.690025414,PROTEIN
RRP9 (YPR137w),-0.0523097,0.177263,0.690240955,PROTEIN
SWR1 (YDR334w),0.281486,0.432316,0.690271813,PROTEIN
Unidentified metabolite. RT 5.5082 (F),-0.046518,0.180203,0.690440064,METABOLITE
SMI1 (YGR229c),-0.0406247,0.101256,0.691106696,PROTEIN
YGL082W (YGL082w),0.084719,0.275857,0.691175973,PROTEIN
NUP85 (YJR042w),-0.0607976,0.126552,0.693009913,PROTEIN
TRR1 (YDR353W),0.0651209,0.187727,0.69338324,PROTEIN
MRPS8 (YMR158w),-0.108195,0.281311,0.693573876,PROTEIN
ASK10 (YGR097w),0.128562,0.128686,0.693890852,PROTEIN
MSO1 (YNR049c),-0.0849472,0.286658,0.694589371,PROTEIN
LCB2 (YDR062w),-0.0466516,0.170096,0.694615204,PROTEIN
RFT1 (YBL020w),0.213398,0.645873,0.694789338,PROTEIN
Unidentified metabolite. RT 18.2518 (F),-0.129133,0.313116,0.694911362,METABOLITE
DL-Phenylalanine,-0.102587,0.302043,0.695010218,METABOLITE
Unidentified metabolite. RT 21.6597 (R),0.0571425,0.174966,0.695123888,METABOLITE
LAG2 (YOL025w),-0.197616,0.685277,0.695991821,PROTEIN
PRS1 (YKL181w),-0.0463155,0.110136,0.696568465,PROTEIN
LAG1 (YHL003c),0.28918,0.0713899,0.696639973,PROTEIN
CAB1 (YDR531w),-0.0560773,0.229467,0.69714091,PROTEIN
MRPL8 (YJL063C),0.0780975,0.318265,0.697145301,PROTEIN
SCT1 (YBL011w),-0.0507795,0.153275,0.697303881,PROTEIN
Unidentified metabolite. RT 14.7365 (R),0.0408949,0.148199,0.697665711,METABOLITE
Unidentified metabolite. RT 15.9677 (F),-0.0194088,0.0493875,0.698213819,METABOLITE
DAG(16:0/16:1),0.0573751,0.104752,0.698505714,LIPID
DYN1 (YKR054c),-0.112165,0.207379,0.698861938,PROTEIN
RIB1 (YBL033c),-0.107215,0.432525,0.699743862,PROTEIN
TFB3 (YDR460w),0.291498,1.1819,0.699772911,PROTEIN
RCN1 (YKL159c),0.0731721,0.23649,0.699953542,PROTEIN
MDM38 (YOL027c),0.0518155,0.183642,0.702385536,PROTEIN
IGO1 (YNL157w),-0.0626576,0.100504,0.702757913,PROTEIN
YNL247W (YNL247w),0.0149769,0.0346062,0.703651776,PROTEIN
ERG25 (YGR060w),-0.107681,0.421439,0.704445774,PROTEIN
Unidentified metabolite. RT 17.5998 (F),-0.0340498,0.113952,0.704523589,METABOLITE
TIF4632 (YGL049c),0.0542593,0.164949,0.704956567,PROTEIN
SRB6 (YBR253w),-0.12721,0.459252,0.705714233,PROTEIN
Unidentified metabolite. RT 5.0404 (R),-0.147119,0.476902,0.705828962,METABOLITE
RVS161 (YCR009c),0.0537859,0.0826425,0.706264113,PROTEIN
MED1 (YPR070w),0.112181,0.471354,0.706898407,PROTEIN
Unidentified metabolite. RT 13.6338 (F),-0.180703,0.638441,0.707092218,METABOLITE
SEC16 (YPL085w),-0.0279747,0.101322,0.707298261,PROTEIN
Unidentified metabolite. RT 16.8546 (F),-0.0265718,0.0798156,0.70756586,METABOLITE
ATO3 (YDR384c),-0.102888,0.392974,0.708391428,PROTEIN
ADA2 (YDR448w),0.186755,0.298882,0.708438736,PROTEIN
4-hydroxybenzaldehyde (4-HBZ),0.0418336,0.0695217,0.709519158,METABOLITE
Unidentified metabolite. RT 15.3568 (F),-0.0712829,0.242905,0.710240662,METABOLITE
YVC1 (YOR087w),0.0810259,0.258112,0.710274377,PROTEIN
CSC1 (YLR241w),0.156644,0.416032,0.710378826,PROTEIN
PAT1 (YCR077c),0.0513438,0.10505,0.71065421,PROTEIN
FAP7 (YDL166c),0.112393,0.467479,0.71153188,PROTEIN
PA(18:1/16:1),0.0502988,0.166893,0.711599179,LIPID
Unidentified metabolite. RT 8.0384 (F),0.0556904,0.231871,0.712902312,METABOLITE
Unidentified metabolite. RT 17.4584 (F),0.0926762,0.224711,0.713672401,METABOLITE
CDC11 (YJR076c),0.0315385,0.100881,0.714047032,PROTEIN
CPR6 (YLR216c),-0.0516648,0.223584,0.714278137,PROTEIN
APL3 (YBL037w),0.0486525,0.172721,0.714355424,PROTEIN
PEX6 (YNL329c),-0.555953,1.61777,0.715097181,PROTEIN
PMT7 (YDR307w),0.114667,0.358959,0.715446496,PROTEIN
YPP1 (YGR198w),-0.0452572,0.170536,0.716624306,PROTEIN
Tryptophan,0.0513966,0.175049,0.717208241,METABOLITE
ATP2 (YJR121w),-0.0456679,0.146105,0.717623695,PROTEIN
RBS1 (YDL189w),-0.0481918,0.165485,0.718051356,PROTEIN
KIN2 (YLR096w),0.0970236,0.293023,0.719143335,PROTEIN
FRA2 (YGL220w),0.179686,0.220834,0.719537155,PROTEIN
POP6 (YGR030c),-0.0472357,0.191357,0.719562114,PROTEIN
YDL121C (YDL121c),0.0270177,0.113272,0.7202038,PROTEIN
TCB1 (YOR086c),0.0450102,0.185719,0.720754907,PROTEIN
SOL3 (YHR163W),0.0205309,0.0166115,0.721292776,PROTEIN
ERG12 (YMR208w),0.0305069,0.0985232,0.721965175,PROTEIN
Thymine,-0.118069,0.394743,0.723057991,METABOLITE
NIC96 (YFR002w),-0.069585,0.305718,0.723242998,PROTEIN
UBP6 (YFR010w),-0.0419245,0.0470452,0.725004508,PROTEIN
BFR2 (YDR299w),-0.0340365,0.139739,0.725011157,PROTEIN
Unidentified metabolite. RT 18.0305 (R),0.0440139,0.15031,0.725232697,METABOLITE
TRS120 (YDR407c),-0.0520703,0.101835,0.725837896,PROTEIN
Unidentified metabolite. RT 21.8462 (R),0.042781,0.192674,0.726141935,METABOLITE
HAL5 (YJL165c),0.0482721,0.218496,0.726802576,PROTEIN
REI1 (YBR267w),-0.0549588,0.13572,0.727342681,PROTEIN
NAR1 (YNL240c),0.0521605,0.207435,0.727763014,PROTEIN
SPT4 (YGR063c),0.0790779,0.220622,0.728200152,PROTEIN
TSR3 (YOR006c),-0.103101,0.28768,0.728522789,PROTEIN
YIP5 (YGL161c),0.0995954,0.4049,0.72854249,PROTEIN
PTI1 (YGR156w),0.116058,0.532858,0.728595806,PROTEIN
YEH1 (YLL012w),0.0923872,0.404296,0.729400718,PROTEIN
SSL1 (YLR005w),0.0580102,0.203427,0.729696952,PROTEIN
YNR021W (YNR021W),-0.0186707,0.0725086,0.729940769,PROTEIN
SCH9 (YHR205w),0.0199927,0.0616545,0.730235216,PROTEIN
L-3-Hydroxyproline ?,0.032168,0.0571057,0.730448253,METABOLITE
ENA2 (YDR039c),-0.0301808,0.104523,0.731722869,PROTEIN
YLR419W (YLR419w),-0.0351383,0.157466,0.732283502,PROTEIN
YMR196W (YMR196w),0.424286,1.69429,0.732597761,PROTEIN
SOP4 (YJL192c),-0.0895081,0.356735,0.732745541,PROTEIN
RPL29 (YFR032C-A),0.176085,0.39468,0.732894742,PROTEIN
Isoleucine,0.0714889,0.121519,0.732925114,METABOLITE
L-Aspartic acid,0.240267,0.853771,0.733192898,METABOLITE
GTS1 (YGL181w),-0.0688037,0.196622,0.733258893,PROTEIN
Unidentified metabolite. RT 19.1263 (F),0.0151785,0.0186955,0.733330218,METABOLITE
STE12 (YHR084w),-0.322926,1.50438,0.73394362,PROTEIN
ARF3 (YOR094W),0.079775,0.0615649,0.734164511,PROTEIN
CIC1 (YHR052w),-0.0323584,0.152696,0.734167264,PROTEIN
TRS85 (YDR108w),-0.156382,0.323607,0.734552936,PROTEIN
HMT1 (YBR034c),-0.0498099,0.197692,0.735059038,PROTEIN
MEX67 (YPL169c),-0.0470608,0.161116,0.735423936,PROTEIN
TDH3 (YGR192C),-0.012373,0.0493774,0.736789597,PROTEIN
KRE5 (YOR336w),0.0366408,0.0757776,0.737237415,PROTEIN
DIP5 (YPL265w),0.112702,0.496334,0.737392381,PROTEIN
GRX6 (YDL010w),-0.0701028,0.296275,0.737424899,PROTEIN
UBR1 (YGR184c),0.0302946,0.107669,0.738803909,PROTEIN
ARO9 (YHR137W),-0.0702725,0.152562,0.738869634,PROTEIN
YPT6 (YLR262c),-0.0808414,0.362645,0.738988314,PROTEIN
MNR2 (YKL064w),-0.0546522,0.208159,0.739798895,PROTEIN
BRE2 (YLR015w),-0.312368,0.983841,0.740037076,PROTEIN
BCP1 (YDR361c),-0.0553514,0.170014,0.741022811,PROTEIN
EMC1 (YCL045c),-0.0186908,0.0880188,0.742062328,PROTEIN
RPB10 (YOR210w),-0.108872,0.211693,0.743995777,PROTEIN
Unidentified metabolite. RT 15.2271 (R),0.0258874,0.111563,0.744462057,METABOLITE
Unidentified metabolite. RT 18.0122 (F),0.0273831,0.11432,0.74471495,METABOLITE
APE3 (YBR286w),-0.0334543,0.161945,0.744991131,PROTEIN
SAT4 (YCR008w),0.151401,0.360219,0.745033444,PROTEIN
VPS1 (YKR001c),0.0153165,0.0731039,0.746016991,PROTEIN
AAC1 (YMR056c),-0.106243,0.516608,0.746645155,PROTEIN
CTK2 (YJL006c),0.24323,0.126921,0.747120085,PROTEIN
BPT1 (YLL015w),-0.0502846,0.247555,0.747872197,PROTEIN
2-Aminoheptanedioic acid,-0.0225349,0.0724675,0.748048643,METABOLITE
Unidentified metabolite. RT 12.0941 (R),-0.057965,0.188909,0.748344666,METABOLITE
ATP5 (YDR298c),-0.0289245,0.146037,0.748936783,PROTEIN
LSM6 (YDR378C),0.0434091,0.208528,0.748960682,PROTEIN
SAK1 (YER129w),0.242185,0.916839,0.749091019,PROTEIN
AIM45 (YPR004c),0.0507054,0.221149,0.749969083,PROTEIN
QCR6 (YFR033c),-0.251056,0.672185,0.750271535,PROTEIN
BLM10 (YFL007w),0.0124839,0.0513478,0.750428502,PROTEIN
DOA1 (YKL213c),-0.048324,0.209336,0.750596807,PROTEIN
SEC4 (YFL005w),-0.0374342,0.122933,0.750751167,PROTEIN
Unidentified metabolite. RT 18.8766 (R),0.0892498,0.358085,0.750801811,METABOLITE
NMD2 (YHR077c),-0.10373,0.475001,0.751086449,PROTEIN
Unidentified metabolite. RT 20.3273 (F),0.219343,0.571305,0.751407685,METABOLITE
ENT4 (YLL038c),-0.215267,1.09301,0.751509263,PROTEIN
CHD1 (YER164w),-0.00696178,0.0329884,0.752005151,PROTEIN
ERV46 (YAL042w),0.0579864,0.212337,0.752157697,PROTEIN
RSA3 (YLR221c),-0.0774496,0.298542,0.75219442,PROTEIN
GAL11 (YOL051w),-0.032413,0.149279,0.752509435,PROTEIN
SXM1 (YDR395w),-0.0323828,0.135164,0.752721834,PROTEIN
THP2 (YHR167w),-0.171369,0.569948,0.752771416,PROTEIN
CIA1 (YDR267c),-0.169623,0.768748,0.752788683,PROTEIN
TDA3 (YHR009c),0.0659465,0.132137,0.753165536,PROTEIN
YDR391C (YDR391c),-0.0615272,0.0838695,0.75384693,PROTEIN
UTR4 (YEL038W),-0.0514242,0.226239,0.754959772,PROTEIN
MRPL28 (YDR462w),-0.0898867,0.207074,0.755029422,PROTEIN
AIM3 (YBR108w),0.23527,0.718757,0.755201736,PROTEIN
TPD3 (YAL016W),-0.0322978,0.112831,0.756238334,PROTEIN
MGR1 (YCL044c),0.0579416,0.26128,0.756403771,PROTEIN
FUN26 (YAL022c),0.0577733,0.0991711,0.756977401,PROTEIN
PTM1 (YKL039W),0.0944383,0.262033,0.757179256,PROTEIN
RXT3 (YDL076c),0.11018,0.39066,0.758177561,PROTEIN
UTP13 (YLR222c),-0.0160967,0.0125684,0.759367159,PROTEIN
PRS2 (YER099c),-0.0301629,0.15046,0.759413353,PROTEIN
LEU4 (YNL104C),0.028957,0.130836,0.760882019,PROTEIN
HEM12 (YDR047w),-0.0348677,0.175895,0.76167674,PROTEIN
RPB11 (YOL005c),-0.0501522,0.243019,0.761687763,PROTEIN
Unidentified metabolite. RT 18.0724 (R),0.051308,0.200689,0.761698941,METABOLITE
HOM6 (YJR139c),0.0278002,0.124623,0.762006524,PROTEIN
VPS74 (YDR372c),0.0877731,0.449061,0.762067196,PROTEIN
TSA1 (YML028W),0.0288957,0.0949247,0.762179473,PROTEIN
DLD3 (YEL071w),0.0239074,0.0958207,0.76218399,PROTEIN
Unidentified metabolite. RT 18.6613 (F),0.0626001,0.235394,0.762295985,METABOLITE
SWP82 (YFL049w),0.174223,0.46271,0.762427138,PROTEIN
PAN3 (YKL025c),0.0839426,0.300726,0.76263621,PROTEIN
YNL320W (YNL320w),-0.143084,0.508689,0.762836688,PROTEIN
IRC22 (YEL001c),-0.0844758,0.153848,0.763337133,PROTEIN
CDC1 (YDR182w),-0.0779376,0.408824,0.763513121,PROTEIN
FUN30 (YAL019w),0.022059,0.0940301,0.763728109,PROTEIN
SIP5 (YMR140w),0.227408,0.82335,0.764335296,PROTEIN
VPS21 (YOR089c),-0.0293268,0.0800259,0.76496937,PROTEIN
NST1 (YNL091w),0.243764,1.01588,0.76560464,PROTEIN
IFA38 (YBR159w),-0.0595718,0.115112,0.766429584,PROTEIN
YBP1 (YBR216c),-0.187535,0.970432,0.76696142,PROTEIN
Unidentified metabolite. RT 19.8839 (F),0.155839,0.443651,0.768029982,METABOLITE
Valine,0.0420652,0.101515,0.768046078,METABOLITE
BCH2 (YKR027w),0.0927467,0.399165,0.768176434,PROTEIN
GAS5 (YOL030w),0.0529489,0.231574,0.768762676,PROTEIN
MRPL6 (YHR147c),-0.0899585,0.457363,0.76914246,PROTEIN
PMT1 (YDL095w),-0.0267404,0.133243,0.769328843,PROTEIN
REB1 (YBR049c),0.0279915,0.149932,0.76955605,PROTEIN
Unidentified metabolite. RT 20.9502 (R),-0.0620794,0.243063,0.769811895,METABOLITE
CDC10 (YCR002c),0.0283808,0.131047,0.770275837,PROTEIN
SUI1 (YNL244c),-0.0533445,0.156904,0.770394236,PROTEIN
HIS7 (YBR248c),-0.0369138,0.148961,0.770606145,PROTEIN
MRN1 (YPL184c),-0.0187234,0.101038,0.770831938,PROTEIN
YAP1801 (YHR161c),0.0998048,0.101837,0.771100291,PROTEIN
BUD4 (YJR092W),0.116118,0.375489,0.771773415,PROTEIN
STE13 (YOR219c),-0.103255,0.494235,0.771890479,PROTEIN
HTL1 (YCR020w-b),0.081186,0.201019,0.772363529,PROTEIN
Unidentified metabolite. RT 21.8487 (F),-0.0776412,0.385376,0.772450933,METABOLITE
KRE6 (YPR159w),0.019705,0.110338,0.77253677,PROTEIN
YPL225W (YPL225w),0.0325146,0.130334,0.772898096,PROTEIN
Unidentified metabolite. RT 20.4326 (F),0.218195,0.680862,0.773113513,METABOLITE
LAA1 (YJL207c),-0.0613562,0.30746,0.773526253,PROTEIN
YNL115C (YNL115c),0.0936338,0.272087,0.773689071,PROTEIN
Unidentified metabolite. RT 21.3649 (F),0.216609,0.745191,0.773955043,METABOLITE
Unidentified metabolite. RT 21.3619 (F),0.216609,0.745191,0.773955043,METABOLITE
NRD1 (YNL251c),0.0331431,0.0448352,0.774492701,PROTEIN
SKG3 (YLR187w),0.0960419,0.54184,0.774922209,PROTEIN
CDP-DAG(18:1/16:0),-0.317687,1.28198,0.774960163,LIPID
PEP5 (YMR231w),0.0933521,0.445121,0.775175556,PROTEIN
LSM3 (YLR438c-a),-0.431551,1.60763,0.775988656,PROTEIN
PFK1 (YGR240c),-0.0260812,0.0891355,0.776557311,PROTEIN
SPT8 (YLR055c),0.0490999,0.181964,0.776582735,PROTEIN
SEC65 (YML105c),0.0526093,0.275938,0.776925146,PROTEIN
TOM71 (YHR117w),0.0196471,0.0895073,0.777422393,PROTEIN
NCP1 (YHR042W),0.0182962,0.0729607,0.777561803,PROTEIN
YBR137W (YBR137W),0.113052,0.43193,0.777986282,PROTEIN
YOR021C (YOR021c),0.0228589,0.126549,0.778935154,PROTEIN
FLC1 (YPL221w),-0.14105,0.706446,0.779691673,PROTEIN
RPL39 (YJL189W),0.103287,0.130438,0.77971051,PROTEIN
CL(66:4),0.19975,0.649332,0.780072065,LIPID
RAD23 (YEL037c),-0.0603174,0.172369,0.780113517,PROTEIN
KTR4 (YBR199w),0.0764778,0.441276,0.780155756,PROTEIN
RSM28 (YDR494w),-0.270325,0.773843,0.780766435,PROTEIN
ERG26 (YGL001c),0.0510344,0.239742,0.780981972,PROTEIN
Unidentified metabolite. RT 19.1559 (R),0.0627887,0.307378,0.781442005,METABOLITE
HST1 (YOL068c),-0.158613,0.383865,0.782207868,PROTEIN
RPP1 (YHR062c),-0.0650375,0.357829,0.78256861,PROTEIN
MCM5 (YLR274w),-0.0460767,0.265524,0.783347336,PROTEIN
FCF1 (YDR339c),-0.0902936,0.0632119,0.78359082,PROTEIN
PPH22 (YDL188c),0.0236997,0.105919,0.785748826,PROTEIN
RPB2 (YOR151c),-0.0179729,0.0183502,0.785906028,PROTEIN
YOR283W (YOR283w),-0.0344179,0.106074,0.785917018,PROTEIN
Unidentified metabolite. RT 14.8791 (R),-0.0328329,0.151259,0.786487972,METABOLITE
RAD6 (YGL058w),0.307023,1.39297,0.786803001,PROTEIN
GIM5 (YML094w),0.0624553,0.235993,0.787312019,PROTEIN
HAT1 (YPL001w),-0.0372443,0.0703144,0.788288146,PROTEIN
APT1 (YML022w),-0.0574442,0.28424,0.788294418,PROTEIN
ADE2 (YOR128c),0.0261355,0.139888,0.78832007,PROTEIN
Unidentified metabolite. RT 14.3774 (F),0.0246049,0.133766,0.789448081,METABOLITE
Unidentified metabolite. RT 16.1759 (R),0.0299914,0.130612,0.789727998,METABOLITE
YLR326W (YLR326w),0.131811,0.687448,0.78983039,PROTEIN
CHZ1 (YER030W),0.0554798,0.11634,0.790601129,PROTEIN
HDA3 (YPR179c),-0.0644802,0.378884,0.790782972,PROTEIN
ROY1 (YMR258c),-0.172309,1.03259,0.791620028,PROTEIN
RPP1A (YDL081C),-0.207167,1.21059,0.791868896,PROTEIN
VTA1 (YLR181c),-0.0617955,0.0363201,0.792680097,PROTEIN
UGP1 (YKL035w),-0.0260711,0.0900114,0.792929571,PROTEIN
MSC3 (YLR219w),0.0312019,0.12857,0.793233138,PROTEIN
RPL34A;RPL34B (YER056C-A;YIL052C),0.0631935,0.35829,0.793285587,PROTEIN
Unidentified metabolite. RT 15.048 (R),-0.0345478,0.130198,0.7933125,METABOLITE
RPC25 (YKL144c),-0.0789784,0.155123,0.793940946,PROTEIN
EBS1 (YDR206w),0.051059,0.161408,0.79404706,PROTEIN
PGA2 (YNL149C),0.0610793,0.284149,0.794916879,PROTEIN
BUD6 (YLR319c),0.0516611,0.262049,0.795545361,PROTEIN
BCS1 (YDR375c),0.203261,0.993597,0.795795302,PROTEIN
DAS1 (YJL149w),0.159665,0.750337,0.795807702,PROTEIN
Unidentified metabolite. RT 15.513 (F),0.0156461,0.0574554,0.796442404,METABOLITE
Unidentified metabolite. RT 13.4093 (R),0.0286633,0.134284,0.79651431,METABOLITE
Unidentified metabolite. RT 14.594 (F),0.0286812,0.151648,0.796768793,METABOLITE
SSS1 (YDR086c),0.0459783,0.0617279,0.79690667,PROTEIN
RET2 (YFR051C),-0.02996,0.0730145,0.797032228,PROTEIN
DRS2 (YAL026c),-0.0465428,0.137454,0.7973979,PROTEIN
CMD1 (YBR109c),-0.0383937,0.218158,0.797837672,PROTEIN
YHR097C (YHR097c),-0.0368925,0.166166,0.798564901,PROTEIN
APA2 (YDR530c),0.135528,0.701369,0.79859072,PROTEIN
Unidentified metabolite. RT 16.1876 (F),0.0234731,0.126291,0.798766094,METABOLITE
GYP5 (YPL249c),0.0411207,0.0999354,0.799623515,PROTEIN
OXA1 (YER154w),0.0940563,0.310943,0.800066004,PROTEIN
